GOOGL,0.13483689635350804
CMG,0.13651230145013782
GE,0.09698442000733926
MMM,0.10310517777769265
AMGN,0.06368741630711963
GS,0.14873551784491107
BDX,0.07778478124928084
KMB,0.058602263558032615
CLX,0.03902603981041745
APD,0.12279372187485466
IBM,0.10499308879229091
MCD,0.07997667356184016
ECL,0.13194029289843512
IFF,0.12308185697621289
WPP,0.14145741311802582
LIN,0.11843234734639312
JNJ,0.08457790441191176
INGR,0.08781918032639095
PEP,0.07778166852331246
DIS,0.1328591432814659
VMC,0.0779830669621789
PPG,0.1320269261788285
HSY,0.055194803455184724
EL,0.12299633726634228
SLG,0.1424630421355423
KRYAY,0.09010356549352139
PG,0.06223869531760584
DE,0.12155013065237252
DLR,0.06626581522092752
LYB,0.12830348330704378
WBA,0.07649559053280153
SAP,0.14195341184981747
PVH,0.23304403406401475
MAC,0.19195185946207738
K,0.05763993887943349
MDT,0.10230715177462615
OMC,0.08519646558302679
LLY,0.03773459498202109
NSRGY,0.06707499441061476
KOF,0.09854833182909094
TGT,0.10691033734722905
CL,0.07597340219897471
MAR,0.18440452211500583
WMT,0.08431392439577672
NVS,0.06919506369834566
AVY,0.10954805354023911
BMY,0.05807368400420837
FSLR,0.1638234189449092
MAXR,0.12355371945356258
FCEL,0.28127370121848105
CPB,0.0474976531772838
NKE,0.12571162304591008
GIS,0.053170994493672616
WSM,0.1566458319864646
SBUX,0.11521671476361334
VFC,0.1642415431884931
TEL,0.14599310443610022
PCG,0.14636605948580383
WM,0.09513067601160786
BMO,0.1251683938866382
ES,0.07134984756048851
ADDYY,0.11378258322368617
MSFT,0.11933459462073134
NVO,0.07505987592719406
KRC,0.0940944249255549
CAKE,0.15623273751751748
AGCO,0.14595044669459936
CCEP,0.09379238256074449
MRK,0.05265160592307382
ENS,0.15282234129237898
ASH,0.11235529965262497
MKC,0.07584352169921156
RSG,0.09411511047370577
RDY,0.06994070125970683
KSS,0.1808068797731348
NVZMY,0.0766714871130948
UL,0.06186603937153922
SNPS,0.14781275769426314
KO,0.08183547279177938
WDC,0.13911707520021765
H,0.15121313839941775
SVFD,0.2946008712069541
OC,0.1626813275480031
FDP,0.04806925945803989
MDLZ,0.08840184869108754
C,0.16293327095287868
GSK,0.0701933854046799
SNY,0.07251256300010976
PLD,0.11649166877614942
GVDNY,0.08680414564785804
HAIN,0.0731267854224773
FUJIY,0.03956183784764679
ORCL,0.09981844414709592
ITRI,0.12416929423446452
ORA,0.059578412140103454
LRLCY,0.09359072025909768
NJR,0.06654531771807462
TSLA,0.31348145471261635
IP,0.09483598265618645
ADM,0.10295128304369565
ENB,0.08873194628911801
HSBC,0.06917623484318132
CAG,0.07708083141840194
PNR,0.12189124172257572
RHHBY,0.059444443707098275
EDPFY,0.08116684369382975
AZN,0.06483565282730862
INTC,0.06741405771710106
CAJ,0.04318083586081727
PFE,0.0910632919761273
NEE,0.0799369332458102
KBCSY,0.13617634681261045
CSCO,0.10915808674295538
UUGRY,0.06585225241479782
CRH,0.1056346619556304
CWT,0.05173897198920778
GPS,0.2070717005613979
FHI,0.12949642455319538
NEM,0.06588604736380967
GIL,0.15466822328577134
XRX,0.17709967729182102
PHG,0.11386735112465622
WY,0.17002274596349512
DPSGY,0.13415684821673568
HPP,0.10862927072729966
VEOEY,0.12617429862036444
SONVY,0.11000809504952919
STN,0.1030631888981652
BNPQY,0.15389053856868834
AXAHY,0.1490501097209021
TAK,0.08690649800836212
TRMB,0.17514321857471987
HENKY,0.0744938764786715
SSREY,0.10315438888144078
AKZOY,0.13313550095369567
AMRS,0.11459915556862738
SONY,0.11446661236102247
EXC,0.07197470618766746
TS,0.12564561424431125
ZURVY,0.07873040350155809
BIP,0.09649759297988197
SOMMY,0.08403794192421649
JKS,0.06883981161891804
SDXAY,0.09850820472815111
SWDBY,0.10428790706084196
SSEZY,0.08669626326140621
CSIQ,0.15970261326518237
YARIY,0.09835512109881112
MGDDY,0.11646514755164554
CMPGY,0.12357659194220433
CJPRY,0.024730350636007682
BDRFY,0.0597729134463701
VCISY,0.11293456678486664
SMTC,0.1570284997580501
FRRVY,0.11234658232881385
SSYS,0.11262288571076759
MKKGY,0.12381345738853741
AIQUY,0.09369039812220195
DB,0.15459737474141622
SYIEY,0.09710631438073437
SPWR,0.21070832464293598
IDEXY,0.10533596013752565
SKHSY,0.06768788306823861
UBS,0.1317268433942392
JSAIY,0.06757979219314462
HST,0.13360917720621807
HDELY,0.1357670773661685
CMC,0.11331440334889428
SCHN,0.14797825876083776
TU,0.08205555307943636
CS,0.14465142467604253
DANOY,0.07789038561131417
BAK,0.18611894750230137
RDSMY,0.11323313189305029
GOLD,0.06835817438027211
ING,0.16447766400904523
AU,0.09252785332184676
TSCDY,0.07527721679174856
NRDBY,0.1143680647006602
RDEIY,0.05527894467494478
KGFHY,0.14519812794816384
SLP,0.05264887037672737
BYDDY,0.057632882881414126
SWRAY,0.09903423125120803
TREX,0.1535364492562144
SEOAY,0.12675153509915718
ORKLY,0.049622448835736604
HCMLY,0.12059387983370665
PCRFY,0.10269217416058021
ACCYY,0.11728727852922544
YAHOY,0.13127873861351158
KPELY,0.09069589055415578
KNDI,0.16860569424647012
NWG,0.10092716524449896
IRDM,0.10426966453415587
TOSYY,0.06326712617348712
FCX,0.20668461462019855
NVDA,0.1960032855446415
SOL,0.17580278768307211
HNNMY,0.14758968550173518
DKILY,0.11344570869545997
SVNLY,0.0890346925043532
BEEM,0.17180563115732844
AMSC,0.11549145552905778
SBS,0.1387837111033859
CRRFY,0.07023785251418489
